ID	alt.ID	metabolism	pOT6.1	pOT6.2	pOT6.3	pOT6.4	pOT6.5	pOT10.2	pOT10.3	pOT10.4	pOT10.5	pHA6.1	pHA6.2	pHA6.3	pHA6.4	pHA6.5	pHA10.2	pHA10.3	pHA10.4	pHA10.5	pKV6.1	pKV6.2	pKV6.3	pKV6.4	pKV6.5	pKV10.2	pKV10.3	pKV10.4	pKV10.5	pVA6.1	pVA6.2	pVA6.3	pVA6.5	pVA10.1	pVA10.2	pVA10.3	pVA10.4
TR40702|c0_g2_i2|m.226338	NA	NA	24.89587	25.073	24.72536	24.64988	24.99127	25.18737	24.59525	24.78591	24.73516	24.48745	24.91333	24.50761	25.07083	24.92999	25.39718	24.59548	22.93341	25.15372	23.86098	24.94257	24.46058	25.12589	24.78681	24.67982	24.8261	25.07969	24.06669	24.86141	25.18975	25.21412	25.30062	24.96429	25.27927	24.68137	24.5535
TR40706|c2_g1_i2|m.226404	NA	TRUE	26.94246	26.78756	25.91659	26.41124	26.69922	26.07676	26.62017	26.21638	27.25674	27.50233	27.21771	27.5501	26.01444	27.15817	26.45314	27.6432	27.18348	26.02553	27.68899	26.29127	27.25278	27.40795	27.11247	27.37576	27.24045	26.33373	28.0703	26.84589	26.80673	26.36983	26.21612	26.27197	26.02443	26.86715	26.54011
TR40787|c0_g1_i1|m.227227	NA	NA	22.35575	24.75959	23.78536	25.34479	24.41745	23.81675	25.03863	24.08821	23.67013	23.33341	25.14464	24.56744	25.42291	24.61992	23.80154	23.79333	25.65283	24.20963	22.66409	24.28193	24.39852	25.49817	25.80914	23.853	24.37172	24.24082	24.07454	23.849	25.49231	25.05428	24.40276	24.33224	23.42098	23.73645	23.92967
TR40790|c0_g1_i1|m.227289	NA	TRUE	30.11061	29.97364	29.58368	29.96637	29.81578	29.8903	29.83702	29.64679	29.87656	30.23398	29.97186	30.26607	29.92875	30.07839	29.71183	29.88787	29.92352	29.72654	30.2194	29.60297	29.89537	30.08752	30.03656	29.97651	29.79393	29.73923	30.29734	30.10587	29.94042	29.68137	29.75923	29.76088	29.66993	29.80404	29.84534
TR41023|c0_g1_i1|m.227716	NA	NA	25.27256	26.37627	26.4945	26.6013	25.75672	26.45698	26.33918	25.44859	26.68485	25.6482	26.41241	26.8399	26.90839	26.16622	27.2178	26.18342	26.72936	27.09688	25.95863	26.62185	26.61063	26.50429	26.74804	26.47502	26.28959	26.43067	24.75898	26.63437	26.28715	26.35035	26.35141	25.81543	26.32773	25.65791	26.30946
TR41187|c0_g1_i1|m.228020	NA	NA	27.76825	27.74606	28.25241	27.87256	28.67317	28.54539	28.24277	28.51845	27.74548	27.49595	27.6327	27.11902	28.87801	27.71568	29.46018	28.33415	28.13712	28.81317	26.64361	28.35632	27.85798	27.53252	28.01015	28.50934	28.32131	29.10719	27.44466	28.29373	28.18707	28.69402	28.8557	29.47429	29.45723	29.38589	28.97473
TR41531|c0_g1_i2|m.228771	TR41531|c0_g1_i1|m.228770	TRUE	28.98685	29.10727	29.31106	28.76037	29.65847	29.06987	29.6839	28.37244	29.48713	28.96337	29.6272	28.9684	28.74852	29.23036	29.11862	29.40584	29.13817	29.34312	28.80338	29.37377	29.13834	29.46655	28.88148	29.35456	29.3103	29.5315	28.8828	29.38628	28.76875	29.29283	29.43442	29.78316	29.43233	29.81409	29.58785
TR41538|c0_g1_i1|m.228837	NA	TRUE	26.85875	27.03107	26.60229	26.89227	26.82566	26.67694	27.26866	26.4561	26.74894	27.17016	26.55092	27.16892	26.94927	27.0296	26.26042	26.78344	27.00731	26.80587	27.40284	26.56548	27.07572	27.12819	26.9629	26.79029	26.72247	26.52886	27.25629	26.91319	26.83183	26.88855	26.41905	26.22668	25.27153	26.28625	26.69471
TR41546|c0_g1_i1|m.228868	NA	TRUE	28.60212	28.27622	27.61737	28.0348	28.56877	27.21225	28.89374	28.0391	28.77213	28.97298	28.34794	28.86956	27.70655	28.78914	27.82881	28.77894	28.81992	27.90018	29.07127	28.32414	28.83503	28.4045	28.7021	28.71718	28.90478	28.43758	29.29732	28.52839	27.68184	27.70405	27.91604	27.9457	27.91068	27.94971	28.33424
TR41555|c0_g1_i1|m.228998	NA	NA	28.69687	28.62652	28.72732	28.76151	28.84542	28.69255	28.50135	28.46743	28.27315	28.27342	28.50892	28.19249	28.50809	28.50922	28.53609	28.13413	27.98902	28.56194	27.70246	28.52906	28.29031	28.35422	28.11093	28.36319	28.35603	28.74638	27.49899	28.49457	28.52455	28.56402	28.56318	28.58839	28.70876	28.58136	28.23613
TR41555|c0_g3_i1|m.229010	NA	NA	27.68331	27.61898	27.52275	27.43881	27.70418	27.48723	27.49236	27.30583	27.22683	27.32509	27.3533	27.20303	27.25935	27.54422	27.48539	27.21799	27.04197	27.62087	27.01073	27.61547	26.99636	27.36645	27.40487	27.27932	27.23471	27.5969	26.70872	27.6064	27.68639	27.59946	27.54503	27.4231	27.65123	27.35237	27.43627
TR41575|c0_g1_i6|m.229260	TR41575|c0_g1_i1|m.229239	NA	23.88372	24.86929	24.88558	25.56124	25.46849	24.90715	25.08067	25.40237	24.73392	24.09039	24.96217	24.62293	25.80289	24.72656	24.97229	23.95201	24.93053	25.37584	24.01444	24.905	25.09354	25.14371	24.95096	24.96045	24.44985	25.36653	24.25133	25.32279	24.90999	25.23983	25.44481	24.84871	25.23528	25.61518	25.08869
TR41581|c0_g1_i5|m.229298	NA	NA	23.67573	24.67573	24.49936	25.14433	24.90362	24.9566	25.19967	25.48533	24.52677	23.19877	24.69684	24.65747	24.58061	25.16016	24.49607	25.03754	25.03297	24.64334	22.14448	24.48561	24.99809	24.90935	25.20557	24.95797	24.90003	25.05499	23.14152	24.507	24.81856	24.80035	24.60755	24.97954	25.17432	25.08327	24.90766
TR41602|c0_g2_i1|m.229545	NA	NA	23.93984	23.59206	24.24525	24.29018	24.50803	24.24496	24.06562	24.75231	22.92958	22.26184	23.39793	23.21616	24.63976	23.98494	24.15074	23.47976	23.27909	24.16031	24.08757	24.38495	23.63223	23.94306	23.58635	23.83374	23.51135	24.59315	22.97909	24.25688	23.94038	24.5044	24.34211	24.01699	24.71497	24.04009	24.11036
TR41885|c2_g1_i1|m.230382	NA	TRUE	28.59559	28.2103	28.00924	28.11946	28.80885	27.91713	29.04077	28.24826	29.47286	29.16329	28.99626	28.98052	27.49312	28.95432	28.41163	28.84524	29.56023	28.156	29.71293	28.24894	28.59868	28.88454	28.60904	28.87341	28.6638	28.81137	29.83212	28.73818	27.73544	28.00603	28.30208	29.07061	28.40592	28.86275	28.58985
TR41886|c0_g1_i1|m.230384	NA	NA	28.17527	28.0835	27.7592	26.83026	26.46145	27.37758	26.24147	25.91525	28.3173	28.46564	28.19934	28.41877	26.8925	27.95615	27.60717	27.8962	28.38895	27.15923	28.74858	27.88268	27.76484	27.90719	27.9153	27.79284	27.85988	26.24509	27.86856	27.61421	27.82681	27.44016	27.08922	26.75213	27.09517	26.95149	27.40957
TR41891|c0_g1_i1|m.230500	NA	NA	27.4043	26.90472	27.14628	26.75621	27.11297	27.28974	26.70411	26.57002	27.19423	26.9608	26.97574	27.1775	26.91855	27.13946	27.32697	27.23763	26.93809	27.05992	26.59733	27.08962	26.38931	26.89458	26.98663	26.83834	27.07704	26.65075	27.09476	27.06866	27.06106	27.14005	27.00539	27.69345	27.21845	27.04812	27.01935
TR41921|c0_g1_i1|m.231158	NA	NA	24.8003	25.52707	24.72198	25.37199	25.86389	25.17024	25.03284	24.20284	25.29663	24.6418	25.76388	24.11894	25.32643	25.32059	26.64169	25.67554	24.51111	25.5248	23.09205	25.40568	25.38519	25.69354	25.65971	25.53952	25.33453	26.02604	24.16553	25.42079	25.71183	26.2379	26.28836	27.29237	26.64815	26.55409	26.16988
TR41921|c0_g2_i1|m.231162	NA	NA	27.81121	27.88873	28.07056	28.6246	28.89868	27.91502	28.65533	27.66221	28.54727	28.09889	28.58599	27.70094	29.34507	28.43169	30.30106	29.22931	28.34185	29.29334	27.32535	28.51156	28.62603	28.12248	28.85436	28.80412	28.67034	29.52088	27.3822	29.34367	28.89758	29.20261	29.34181	30.47576	29.50133	29.51584	29.34115
TR41953|c0_g2_i1|m.231789	NA	NA	25.20105	24.85067	25.07406	25.27665	25.40061	25.41889	25.10797	24.82094	25.16871	24.90007	24.56186	24.79729	25.09039	24.79833	25.06089	25.00749	22.94842	24.91839	24.25314	24.89403	24.76785	24.72806	24.96886	24.42496	24.85543	24.69291	24.55239	25.35726	25.08099	24.84283	25.2169	25.14581	25.16354	25.08237	24.96899
TR41969|c0_g2_i1|m.232092	NA	NA	25.60164	25.78751	25.3763	25.43508	25.02783	26.04646	25.29428	25.37063	25.91212	25.74481	25.31634	25.67621	25.24902	25.33943	25.60445	25.15027	25.64006	25.60851	25.91497	25.63785	25.423	25.56031	25.32807	25.29148	25.22431	25.37448	25.80124	25.39496	25.23706	25.45779	25.43616	25.37016	25.22832	25.4025	25.33012
TR42178|c0_g2_i3|m.232780	NA	NA	24.84857	25.05912	24.77153	24.73211	24.91639	24.88008	24.44765	24.28327	24.84847	24.51905	25.11684	24.53077	24.19287	24.73707	24.60428	24.71025	24.11044	24.8818	24.36072	24.96583	24.33525	25.00372	24.59024	24.89948	25.01376	24.32643	24.26335	24.49674	24.81866	25.0503	24.47649	24.7452	24.48179	24.95633	24.61768
